FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,NewZealand,,,2020-09-09 01:37:47.081684,2020-09-09 00:00:00.000000,0:31:15.382068,0,40,100,0.00185831,0.00372594,0.00654972,89,179,315,59,121,228,0.00123226,0.00252315,0.00473879,0.17515368,0.30443499,0.41927858
