FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Iceland,,,2020-10-07 14:25:21.261603,2020-10-07 00:00:00.000000,0:34:33.371907,0,40,100,0.57789505,1.00836991,1.77152133,1972,3441,6045,1167,2192,4024,0.34214231,0.64249707,1.17943515,0.60922480,0.76390537,1.01859253
