FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,3547,CanadaOntarioNorthBayParrySound,Ontario,North Bay Parry Sound,2020-10-13 13:32:49.528807,2020-10-13 00:00:00.000000,0:24:33.837626,0,40,100,0.00421254,0.00920048,0.02285922,5,11,29,3,8,20,0.00292679,0.00682546,0.01586512,0.01445407,0.03537629,0.09399293
