FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
35028,0,USNewMexicoLosAlamos,New Mexico,Los Alamos,2020-08-21 15:50:42.062194,2020-08-21 00:00:00.000000,1:10:56.009179,0,40,100,0.00170292,0.04070362,0.41235001,0,7,79,0,1,9,0.00046470,0.00815105,0.04685354,0.08756437,0.23059600,0.45944834
