FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,SanMarino,,,2020-08-31 13:00:36.015887,2020-08-31 00:00:00.000000,0:24:39.570280,1,40,100,0.00233101,0.00559849,0.05270706,0,1,17,0,1,11,0.00140390,0.00298002,0.03378500,0.04962145,0.19580446,0.66917514
