FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Austria,,,2020-10-11 01:43:14.457318,2020-10-11 00:00:00.000000,0:59:14.929542,0,40,100,0.51115324,0.75213739,1.12062816,46036,67740,100928,29148,39744,65040,0.32363689,0.44129475,0.72215893,0.25489220,0.37541507,0.57120844
